,ROWID,TIMESTAMP,ANONYMIZED_VEHICLE_NUMBER,VEHICLE_TYPE,NUMBER_OF_AXLES,TOLLPLAZA_ID,TOLLPLAZA CODE,TYPE_OF_PAYMENT_CODE,VEHICLE_CODE
6128,6129,Sun Aug  8 19:34:05 2021,4296383,CAR,2,4162,PC51A39A7,PTE,VC965
6129,6130,Thu Jul 29 18:39:27 2021,8014982,VAN,2,4594,PC59414DA,PTE,VCD2F
6130,6131,Sat Aug 14 18:38:01 2021,843641,CAR,2,4491,PCA52F720,PTC,VC965
6131,6132,Tue Aug  3 09:00:49 2021,1861758,CAR,2,4632,PCC1FFE5B,PTP,VC965
6132,6133,Sun Aug  1 00:04:36 2021,2308749,CAR,2,4049,PC4779D38,PTP,VC965
6133,6134,Wed Aug  4 04:48:46 2021,6593300,CAR,2,4669,PC36675CE,PTC,VC965
6134,6135,Thu Aug 19 04:59:23 2021,8210088,CAR,2,4870,PC65485BB,PTC,VC965
6135,6136,Mon Aug 16 00:04:05 2021,2618082,CAR,2,4415,PC5E202FC,PTE,VC965
6136,6137,Fri Aug 13 18:47:21 2021,4901571,TRUCK,4,4456,PC8DFF744,PTE,VCB43
6137,6138,Mon Aug  2 12:00:31 2021,2758267,CAR,2,4888,PC46C55B4,PTE,VC965
6138,6139,Sat Jul 31 01:39:25 2021,7689792,TRUCK,4,4116,PCCA836C9,PTE,VCB43
6139,6140,Mon Aug  9 15:44:10 2021,7327060,CAR,2,4786,PCB7F1F8A,PTP,VC965
6140,6141,Sun Aug 15 19:38:52 2021,3520254,CAR,2,4907,PCCEEF65A,PTE,VC965
6141,6142,Sat Aug 21 21:28:11 2021,513821,CAR,2,4667,PCD540B2F,PTP,VC965
6142,6143,Fri Jul 30 14:04:33 2021,8408693,CAR,2,4329,PCF9CCB5A,PTC,VC965
6143,6144,Thu Jul 29 19:42:32 2021,166208,CAR,2,4797,PCE2D63A7,PTC,VC965
6144,6145,Mon Aug 16 01:06:40 2021,8346480,TRUCK,4,4962,PCF858E11,PTC,VCB43
6145,6146,Fri Aug 20 19:08:36 2021,5499073,CAR,2,4254,PC0C0EE22,PTC,VC965
6146,6147,Tue Aug 10 08:40:04 2021,2958137,CAR,2,4909,PCDED6F20,PTP,VC965
6147,6148,Tue Aug 17 04:56:04 2021,2919708,CAR,2,4465,PCA227C6B,PTE,VC965
6148,6149,Sat Aug 14 05:03:47 2021,7393062,CAR,2,4966,PC4E6422C,PTE,VC965
6149,6150,Sat Aug 21 03:41:29 2021,8575479,CAR,2,4166,PCE450C55,PTC,VC965
6150,6151,Fri Jul 30 14:57:34 2021,5190940,TRUCK,4,4926,PCCBCFEDE,PTE,VCB43
6151,6152,Thu Aug  5 22:53:20 2021,2443845,CAR,2,4160,PC6DC0ACF,PTC,VC965
6152,6153,Wed Aug  4 09:38:51 2021,6719584,CAR,2,4891,PC57036DA,PTP,VC965
6153,6154,Tue Aug  3 16:28:00 2021,7121881,TRUCK,4,4890,PCAFC8A56,PTE,VCB43
6154,6155,Mon Aug  2 13:02:20 2021,9259801,TRUCK,4,4884,PC3FB1BB6,PTC,VCB43
6155,6156,Sun Aug  1 13:20:31 2021,4165136,CAR,2,4516,PCF7F25B7,PTC,VC965
6156,6157,Sun Aug 15 17:54:26 2021,3116865,VAN,2,4533,PC8DA1D3B,PTP,VCD2F
6157,6158,Fri Aug 13 13:29:52 2021,7354010,TRUCK,4,4277,PC010D2A9,PTE,VCB43
6158,6159,Tue Aug  3 12:23:46 2021,6919642,CAR,2,4160,PC6DC0ACF,PTP,VC965
6159,6160,Sat Jul 31 14:53:24 2021,8721556,CAR,2,4903,PCC3BCE65,PTP,VC965
6160,6161,Thu Aug 19 23:49:01 2021,4927270,CAR,2,4319,PCAD79413,PTC,VC965
6161,6162,Thu Aug 12 11:22:31 2021,9413440,CAR,2,4230,PC19CE0DB,PTP,VC965
6162,6163,Thu Aug 12 12:07:05 2021,6673806,TRUCK,4,4748,PCF2ECD29,PTE,VCB43
6163,6164,Fri Aug 13 19:30:45 2021,1543542,CAR,2,4898,PC0AE9E1B,PTC,VC965
6164,6165,Sat Aug  7 13:38:53 2021,8543678,CAR,2,4637,PCE9C770E,PTC,VC965
6165,6166,Tue Aug 17 21:25:08 2021,8339200,CAR,2,4137,PC4FA703F,PTP,VC965
6166,6167,Sun Aug  8 12:23:24 2021,9888402,VAN,2,4237,PC51D1059,PTE,VCD2F
6167,6168,Sat Aug 21 16:51:35 2021,4895787,CAR,2,4331,PC47300D9,PTE,VC965
6168,6169,Fri Aug 13 22:40:59 2021,6550602,CAR,2,4507,PC11DCA73,PTE,VC965
6169,6170,Thu Aug 12 11:13:47 2021,3752956,CAR,2,4215,PC4C76F48,PTC,VC965
6170,6171,Tue Aug 17 11:51:06 2021,5665463,CAR,2,4226,PCDC5C9E2,PTE,VC965
6171,6172,Tue Aug 10 09:25:42 2021,9351862,CAR,2,4271,PC28E44E2,PTC,VC965
6172,6173,Thu Jul 29 13:23:44 2021,5515218,TRUCK,4,4530,PCA33A9A8,PTP,VCB43
6173,6174,Sun Aug 22 01:43:43 2021,9567046,CAR,2,4010,PC3A7AACB,PTC,VC965
6174,6175,Fri Aug 13 07:00:49 2021,1652645,TRUCK,4,4079,PCF1366ED,PTP,VCB43
6175,6176,Tue Aug  3 04:14:42 2021,8601332,TRUCK,4,4154,PC2C2EF9E,PTE,VCB43
6176,6177,Mon Aug  2 05:11:59 2021,801406,CAR,2,4241,PC7241796,PTP,VC965
6177,6178,Fri Jul 30 07:25:33 2021,7095860,CAR,2,4339,PCDE1D204,PTC,VC965
6178,6179,Fri Aug  6 23:36:38 2021,178705,CAR,2,4121,PCEC57A8E,PTC,VC965
6179,6180,Mon Aug 16 19:55:39 2021,9049473,TRUCK,4,4559,PC93AAEC9,PTC,VCB43
6180,6181,Wed Aug 18 14:36:29 2021,3785849,CAR,2,4421,PCED2DB6F,PTP,VC965
6181,6182,Wed Aug  4 17:09:17 2021,5569548,CAR,2,4043,PC134F258,PTP,VC965
6182,6183,Wed Aug 18 17:44:41 2021,4681914,CAR,2,4456,PC8DFF744,PTP,VC965
6183,6184,Sun Aug  1 08:58:00 2021,1771202,CAR,2,4528,PC1269226,PTE,VC965
6184,6185,Wed Aug 11 19:53:36 2021,1256221,CAR,2,4522,PC0A326BE,PTC,VC965
6185,6186,Sat Aug 14 16:33:17 2021,3320060,TRUCK,4,4871,PC397AFA3,PTE,VCB43
6186,6187,Wed Aug 11 12:50:15 2021,9378511,CAR,2,4983,PCC3E4ADA,PTC,VC965
6187,6188,Mon Aug  9 19:58:15 2021,8445696,CAR,2,4731,PCFFC2992,PTP,VC965
6188,6189,Fri Jul 30 09:15:11 2021,170189,CAR,2,4110,PCF891CEB,PTE,VC965
6189,6190,Tue Aug  3 08:28:08 2021,1645209,CAR,2,4314,PC7E9E8F3,PTE,VC965
6190,6191,Sat Aug 14 08:27:23 2021,7226078,TRUCK,4,4730,PC7DC0964,PTC,VCB43
6191,6192,Fri Aug  6 04:45:32 2021,2926167,TRUCK,4,4131,PC4C9B108,PTE,VCB43
6192,6193,Tue Aug 10 07:49:27 2021,2300290,VAN,2,4711,PC340B4DE,PTC,VCD2F
6193,6194,Mon Aug 16 20:53:14 2021,3585516,CAR,2,4682,PCBB02F92,PTE,VC965
6194,6195,Mon Aug  2 12:04:46 2021,2759058,CAR,2,4338,PC6203962,PTE,VC965
6195,6196,Fri Aug 13 22:51:05 2021,9951011,TRUCK,4,4126,PC74CE451,PTE,VCB43
6196,6197,Fri Aug 20 07:21:29 2021,3131494,TRUCK,4,4256,PC9DD0BBD,PTE,VCB43
6197,6198,Sat Aug 14 12:33:39 2021,5423456,CAR,2,4644,PC411FDC0,PTP,VC965
6198,6199,Sat Aug 14 21:37:14 2021,8496463,CAR,2,4729,PC5170BF4,PTC,VC965
6199,6200,Wed Aug  4 17:40:14 2021,1486800,CAR,2,4633,PC974552B,PTC,VC965
6200,6201,Thu Aug 19 13:15:27 2021,7679427,CAR,2,4680,PCC422F4D,PTC,VC965
6201,6202,Wed Aug 18 18:56:57 2021,6679017,CAR,2,4815,PC19C02F1,PTP,VC965
6202,6203,Fri Aug 13 04:43:51 2021,1370073,CAR,2,4855,PC03C5C15,PTP,VC965
6203,6204,Mon Aug  2 01:17:11 2021,9720785,CAR,2,4625,PC186BCA8,PTP,VC965
6204,6205,Fri Aug 20 01:23:44 2021,3571822,CAR,2,4329,PCF9CCB5A,PTP,VC965
6205,6206,Mon Aug  2 06:56:58 2021,2731933,CAR,2,4801,PC119E3A6,PTC,VC965
6206,6207,Fri Aug 20 19:15:53 2021,2837696,CAR,2,4509,PCA2E8463,PTC,VC965
6207,6208,Sat Aug 14 14:44:48 2021,1264138,VAN,2,4404,PCE03E8B1,PTC,VCD2F
6208,6209,Fri Aug  6 05:31:16 2021,3086638,CAR,2,4890,PCAFC8A56,PTC,VC965
6209,6210,Wed Aug 18 08:04:31 2021,1583174,CAR,2,4512,PC4B1BAF3,PTE,VC965
6210,6211,Fri Jul 30 08:49:23 2021,6685658,CAR,2,4112,PCEA652A8,PTP,VC965
6211,6212,Sun Aug 15 11:35:29 2021,2949354,CAR,2,4982,PC384779E,PTP,VC965
6212,6213,Fri Aug 13 16:27:27 2021,689552,TRUCK,4,4689,PC89C35AD,PTC,VCB43
6213,6214,Sat Aug 21 02:06:53 2021,3791411,VAN,2,4104,PC0A63844,PTC,VCD2F
6214,6215,Sun Aug 15 01:18:40 2021,1748684,VAN,2,4216,PC53B475D,PTE,VCD2F
6215,6216,Sat Aug 21 05:35:32 2021,5525065,CAR,2,4603,PC485BE5B,PTP,VC965
6216,6217,Sat Aug  7 21:19:24 2021,5672220,CAR,2,4971,PC0BD172F,PTE,VC965
6217,6218,Mon Aug 16 13:58:32 2021,3678323,CAR,2,4398,PCE60D320,PTC,VC965
6218,6219,Sun Aug  8 02:41:45 2021,7679602,CAR,2,4278,PC4847214,PTE,VC965
6219,6220,Tue Aug 10 14:34:46 2021,709376,TRUCK,4,4184,PC43A5E42,PTE,VCB43
6220,6221,Fri Aug 20 11:34:14 2021,9114881,CAR,2,4398,PCE60D320,PTC,VC965
6221,6222,Sun Aug 22 17:48:10 2021,9685574,TRUCK,4,4522,PC0A326BE,PTE,VCB43
6222,6223,Mon Aug  9 08:22:49 2021,8232430,VAN,2,4939,PCF263A5E,PTC,VCD2F
6223,6224,Fri Aug 13 13:18:53 2021,8106546,CAR,2,4194,PC96AD1EB,PTE,VC965
6224,6225,Fri Aug  6 12:01:32 2021,5818976,TRUCK,4,4481,PC30AAE76,PTP,VCB43
6225,6226,Wed Aug 11 08:34:25 2021,5939321,CAR,2,4350,PCEDD7E85,PTE,VC965
6226,6227,Mon Aug 16 23:41:29 2021,1194405,CAR,2,4079,PCF1366ED,PTC,VC965
6227,6228,Sat Aug  7 02:46:21 2021,227413,CAR,2,4656,PC63844BC,PTP,VC965
6228,6229,Mon Aug  2 22:24:30 2021,8134969,CAR,2,4072,PC69F3F14,PTC,VC965
6229,6230,Fri Aug 13 23:53:27 2021,3949138,CAR,2,4203,PC5295A46,PTP,VC965
6230,6231,Mon Aug  9 23:31:51 2021,2260793,CAR,2,4520,PC8140983,PTE,VC965
6231,6232,Sun Aug 15 23:46:50 2021,3462403,TRUCK,4,4687,PC52E7369,PTP,VCB43
6232,6233,Tue Aug 10 12:25:08 2021,2760394,TRUCK,4,4546,PCEF3EBBC,PTP,VCB43
6233,6234,Thu Aug 12 07:30:44 2021,4421397,CAR,2,4961,PC92C5115,PTC,VC965
6234,6235,Sun Aug 15 06:07:23 2021,290890,CAR,2,4291,PCD411AEF,PTC,VC965
6235,6236,Thu Aug 12 09:35:18 2021,7468447,CAR,2,4977,PCB077F18,PTC,VC965
6236,6237,Sun Aug  1 20:45:28 2021,1800404,VAN,2,4330,PCBD023A3,PTC,VCD2F
6237,6238,Wed Aug  4 00:43:47 2021,748101,CAR,2,4172,PC1A43FB7,PTP,VC965
6238,6239,Sun Aug 22 00:33:44 2021,1983568,TRUCK,4,4623,PCAA67227,PTC,VCB43
6239,6240,Sun Aug  1 03:16:08 2021,3613014,CAR,2,4192,PC74F6341,PTC,VC965
6240,6241,Tue Aug 17 14:40:54 2021,5055885,CAR,2,4846,PCBABD060,PTC,VC965
6241,6242,Wed Aug 18 11:39:01 2021,4444663,CAR,2,4644,PC411FDC0,PTE,VC965
6242,6243,Sat Aug  7 23:06:40 2021,8150855,CAR,2,4609,PC1551C8E,PTP,VC965
6243,6244,Sat Aug 14 01:09:10 2021,6829590,CAR,2,4429,PC65E7991,PTP,VC965
6244,6245,Mon Aug 16 03:56:29 2021,5187763,CAR,2,4225,PCC1ED0C5,PTE,VC965
6245,6246,Sun Aug  8 04:46:30 2021,3204048,CAR,2,4938,PC6C57ED3,PTC,VC965
6246,6247,Mon Aug  9 07:36:41 2021,9013600,CAR,2,4073,PCA3797CA,PTC,VC965
6247,6248,Sat Aug  7 06:22:31 2021,5866251,CAR,2,4865,PCCACA741,PTC,VC965
6248,6249,Tue Aug  3 22:16:19 2021,7655221,CAR,2,4827,PC7D68CD9,PTP,VC965
6249,6250,Sat Aug 21 19:05:53 2021,1353632,CAR,2,4561,PCCE9B069,PTE,VC965
6250,6251,Sat Aug  7 08:32:29 2021,2552406,CAR,2,4086,PC23E470D,PTE,VC965
6251,6252,Thu Aug 12 00:27:33 2021,7820793,CAR,2,4468,PC040ADB3,PTP,VC965
6252,6253,Thu Aug 19 03:36:56 2021,6412248,TRUCK,4,4221,PC90AAFDA,PTE,VCB43
6253,6254,Thu Aug 19 16:54:19 2021,1181036,CAR,2,4471,PC7E4F42A,PTP,VC965
6254,6255,Tue Aug 17 07:55:04 2021,6092132,TRUCK,4,5004,PC2111CF9,PTE,VCB43
6255,6256,Fri Jul 30 16:17:13 2021,6367173,CAR,2,4450,PC0B2B03E,PTC,VC965
6256,6257,Fri Aug  6 04:52:34 2021,8669740,CAR,2,4176,PC11E9595,PTP,VC965
6257,6258,Fri Aug 13 14:45:13 2021,6759111,TRUCK,4,4321,PC591BDF7,PTE,VCB43
6258,6259,Sun Aug 15 07:35:03 2021,439846,TRUCK,4,4135,PCC943ECD,PTE,VCB43
6259,6260,Sat Aug 14 22:24:53 2021,1082448,TRUCK,4,4337,PCCF6A454,PTP,VCB43
6260,6261,Mon Aug  2 16:14:23 2021,4371089,CAR,2,4618,PC8F4AF85,PTC,VC965
6261,6262,Fri Aug 20 21:47:41 2021,4779555,TRUCK,4,4680,PCC422F4D,PTC,VCB43
6262,6263,Mon Aug  9 17:02:06 2021,4649682,CAR,2,4527,PC59A0CB2,PTE,VC965
6263,6264,Wed Aug 18 00:59:32 2021,4368970,TRUCK,4,4348,PCD66314D,PTP,VCB43
6264,6265,Sun Aug  8 17:56:23 2021,8612204,TRUCK,4,4007,PCDF9F773,PTP,VCB43
6265,6266,Sat Aug  7 18:57:42 2021,8943176,CAR,2,4739,PC07289CF,PTE,VC965
6266,6267,Tue Aug  3 10:53:49 2021,2524499,CAR,2,4259,PCBB65EF4,PTP,VC965
6267,6268,Sat Aug 14 01:14:49 2021,2318343,CAR,2,4142,PC7ACFF7C,PTC,VC965
6268,6269,Sat Jul 31 15:40:38 2021,6602425,CAR,2,4161,PCF8F6133,PTE,VC965
6269,6270,Thu Aug 12 23:21:23 2021,9483786,VAN,2,4730,PC7DC0964,PTC,VCD2F
6270,6271,Thu Aug 19 15:10:40 2021,8277092,CAR,2,4146,PCF91266E,PTC,VC965
6271,6272,Sat Aug 14 01:39:10 2021,8978591,TRUCK,4,4044,PC3546931,PTC,VCB43
6272,6273,Sat Jul 31 19:41:58 2021,2877479,VAN,2,4630,PCA26D872,PTC,VCD2F
6273,6274,Thu Aug  5 05:31:09 2021,6878583,CAR,2,4341,PC1E10EC3,PTE,VC965
6274,6275,Thu Aug 19 03:37:22 2021,8562677,TRUCK,4,4471,PC7E4F42A,PTE,VCB43
6275,6276,Thu Aug 12 18:33:33 2021,8778322,TRUCK,4,4571,PC2308E9E,PTC,VCB43
6276,6277,Mon Aug 16 08:28:13 2021,3342450,TRUCK,4,4730,PC7DC0964,PTP,VCB43
6277,6278,Wed Aug 18 15:05:20 2021,8199681,VAN,2,4545,PC419B1CB,PTC,VCD2F
6278,6279,Tue Aug 10 17:48:06 2021,3311866,CAR,2,4232,PC4156AD5,PTP,VC965
6279,6280,Fri Aug 20 08:28:34 2021,1732804,CAR,2,4675,PCE49911B,PTE,VC965
6280,6281,Sun Aug  8 01:51:41 2021,3917993,CAR,2,4336,PCD30AB50,PTC,VC965
6281,6282,Wed Aug  4 14:32:42 2021,2293847,CAR,2,4224,PCD83983A,PTE,VC965
6282,6283,Sat Aug  7 20:05:42 2021,3476903,CAR,2,4957,PC8DFFE65,PTP,VC965
6283,6284,Sat Aug 14 07:09:14 2021,386627,CAR,2,4245,PC6594AD4,PTE,VC965
6284,6285,Wed Aug 11 16:49:41 2021,6808328,VAN,2,4579,PC926F0A9,PTC,VCD2F
6285,6286,Sun Aug  1 00:14:00 2021,9824658,VAN,2,4554,PC23BA77A,PTC,VCD2F
6286,6287,Thu Aug 12 03:23:43 2021,3180711,CAR,2,4420,PCFDB2950,PTP,VC965
6287,6288,Sun Aug 15 00:15:23 2021,7437434,CAR,2,4511,PCFBEFA9E,PTP,VC965
6288,6289,Wed Aug 18 13:45:10 2021,1469487,CAR,2,4687,PC52E7369,PTP,VC965
6289,6290,Tue Aug  3 06:55:34 2021,3668673,CAR,2,5008,PC48D61BB,PTC,VC965
6290,6291,Fri Jul 30 17:37:14 2021,5474426,CAR,2,4251,PCB30E45F,PTE,VC965
6291,6292,Mon Aug  9 16:11:54 2021,5400949,CAR,2,4773,PCE62BBA9,PTC,VC965
6292,6293,Sat Aug 21 06:14:06 2021,8795230,CAR,2,4301,PC540E129,PTC,VC965
6293,6294,Sat Jul 31 00:20:47 2021,6680965,CAR,2,4061,PC3A63A79,PTP,VC965
6294,6295,Mon Aug 16 20:21:20 2021,6739424,CAR,2,4212,PC422A6D1,PTC,VC965
6295,6296,Fri Jul 30 03:23:39 2021,662648,VAN,2,4004,PCB278A8B,PTC,VCD2F
6296,6297,Tue Aug 10 14:50:16 2021,6519970,CAR,2,4563,PCA214501,PTP,VC965
6297,6298,Thu Aug 19 10:15:12 2021,868376,TRUCK,4,4045,PCE952492,PTE,VCB43
6298,6299,Sun Aug 22 00:19:35 2021,7832177,TRUCK,4,4282,PCCE002E5,PTC,VCB43
6299,6300,Sat Aug  7 08:07:17 2021,4606228,CAR,2,4064,PC0B32B5B,PTE,VC965
6300,6301,Wed Aug  4 05:56:40 2021,6597438,CAR,2,4136,PCA579A65,PTP,VC965
6301,6302,Thu Aug 12 01:31:31 2021,3984410,VAN,2,4909,PCDED6F20,PTE,VCD2F
6302,6303,Mon Aug  9 11:19:39 2021,9790701,CAR,2,4697,PCFDB2BA6,PTC,VC965
6303,6304,Wed Aug  4 20:31:18 2021,7512393,CAR,2,4884,PC3FB1BB6,PTE,VC965
6304,6305,Mon Aug  9 18:20:50 2021,4948238,CAR,2,4401,PC0606D6A,PTP,VC965
6305,6306,Sat Aug  7 15:31:27 2021,6676021,TRUCK,4,4955,PCE36723C,PTE,VCB43
6306,6307,Fri Jul 30 21:26:07 2021,7213806,CAR,2,4876,PCDFCFF53,PTE,VC965
6307,6308,Wed Aug  4 05:35:44 2021,8299805,CAR,2,4401,PC0606D6A,PTE,VC965
6308,6309,Sun Aug 15 14:28:09 2021,6689696,CAR,2,4397,PCB070250,PTP,VC965
6309,6310,Thu Aug 12 15:07:58 2021,7152734,CAR,2,4246,PC95F5F6B,PTP,VC965
6310,6311,Sun Aug 22 01:41:22 2021,5508033,CAR,2,4020,PC2265FB3,PTP,VC965
6311,6312,Thu Aug 12 11:01:12 2021,8802704,CAR,2,4668,PCBB055C6,PTP,VC965
6312,6313,Tue Aug 10 14:23:39 2021,2856749,VAN,2,4636,PCDECFC74,PTC,VCD2F
6313,6314,Fri Jul 30 10:12:36 2021,269760,CAR,2,4243,PCC4F7DCE,PTC,VC965
6314,6315,Tue Aug  3 09:16:47 2021,7872952,CAR,2,4737,PCED7EAFE,PTE,VC965
6315,6316,Tue Aug 10 09:41:04 2021,5982825,VAN,2,4012,PCEF5C190,PTC,VCD2F
6316,6317,Fri Aug 13 19:30:58 2021,4825459,VAN,2,4062,PCDA37101,PTP,VCD2F
6317,6318,Thu Aug 12 21:06:25 2021,8125961,CAR,2,4378,PC074E6A8,PTP,VC965
6318,6319,Sat Aug 14 07:28:24 2021,4498648,TRUCK,4,4552,PC05BD3DF,PTP,VCB43
6319,6320,Fri Aug  6 06:33:37 2021,8852436,VAN,2,4251,PCB30E45F,PTP,VCD2F
6320,6321,Thu Aug  5 22:03:30 2021,9270521,TRUCK,4,4935,PC327D635,PTC,VCB43
6321,6322,Tue Aug  3 00:55:12 2021,8952634,CAR,2,4253,PC82A16E6,PTP,VC965
6322,6323,Thu Aug 12 21:34:36 2021,3183507,CAR,2,4119,PC9EBEDB5,PTP,VC965
6323,6324,Wed Aug 18 10:51:42 2021,6491266,TRUCK,4,4510,PC652EEF2,PTC,VCB43
6324,6325,Sat Aug  7 03:25:47 2021,6908880,CAR,2,4218,PC8DF4919,PTE,VC965
6325,6326,Fri Jul 30 00:10:25 2021,3550884,CAR,2,4834,PCB228987,PTC,VC965
6326,6327,Fri Aug 20 12:33:56 2021,6896089,TRUCK,4,4969,PCBBB9730,PTC,VCB43
6327,6328,Wed Aug 11 17:38:02 2021,1499548,CAR,2,4066,PC883FCA9,PTE,VC965
6328,6329,Wed Aug  4 08:39:05 2021,5011948,CAR,2,4864,PC259547F,PTC,VC965
6329,6330,Fri Aug  6 03:31:29 2021,2338045,CAR,2,4823,PC89A3BCF,PTC,VC965
6330,6331,Mon Aug  2 19:37:07 2021,4024440,CAR,2,4091,PC2E099B4,PTE,VC965
6331,6332,Fri Jul 30 15:12:23 2021,6533851,CAR,2,4553,PC1D57D7F,PTE,VC965
6332,6333,Mon Aug 16 02:17:18 2021,2672203,CAR,2,4274,PC88EA64E,PTP,VC965
6333,6334,Fri Aug 20 06:15:10 2021,1689183,TRUCK,4,4630,PCA26D872,PTE,VCB43
6334,6335,Fri Aug  6 04:03:27 2021,4595859,VAN,2,4070,PCEECA8B2,PTE,VCD2F
6335,6336,Fri Aug 20 14:26:17 2021,3620106,CAR,2,4510,PC652EEF2,PTE,VC965
6336,6337,Wed Aug  4 16:33:33 2021,1077009,TRUCK,4,4869,PCF775FA6,PTC,VCB43
6337,6338,Fri Aug 13 20:15:38 2021,4155777,TRUCK,4,4844,PCC48E3A8,PTP,VCB43
6338,6339,Sun Aug  8 19:55:54 2021,6082049,CAR,2,4883,PCB325DCD,PTC,VC965
6339,6340,Fri Jul 30 15:46:44 2021,7766208,TRUCK,4,4628,PC34C1DCB,PTP,VCB43
6340,6341,Tue Aug 17 06:52:18 2021,981676,VAN,2,4410,PC6EFC03B,PTE,VCD2F
6341,6342,Tue Aug 10 12:31:36 2021,1754960,CAR,2,4907,PCCEEF65A,PTC,VC965
6342,6343,Tue Aug 10 18:36:58 2021,7084278,CAR,2,4348,PCD66314D,PTE,VC965
6343,6344,Thu Aug 12 12:41:35 2021,8466564,CAR,2,4642,PC17D596F,PTC,VC965
6344,6345,Thu Aug 19 16:08:28 2021,6955075,CAR,2,4960,PC6A1BCA4,PTE,VC965
6345,6346,Sat Aug  7 07:28:45 2021,9851495,CAR,2,4822,PCD1EB220,PTC,VC965
6346,6347,Fri Jul 30 19:00:53 2021,4131854,TRUCK,4,4694,PCBCF42C2,PTC,VCB43
6347,6348,Wed Aug 18 04:09:50 2021,1101311,TRUCK,4,4854,PCB6F1968,PTC,VCB43
6348,6349,Sat Jul 31 00:01:09 2021,5691870,TRUCK,4,4863,PCA8F9E50,PTP,VCB43
6349,6350,Sun Aug  1 17:23:05 2021,6178042,CAR,2,4514,PC374C341,PTP,VC965
6350,6351,Sat Aug 21 19:38:44 2021,4012602,VAN,2,4079,PCF1366ED,PTE,VCD2F
6351,6352,Sat Aug 21 02:34:45 2021,6280147,TRUCK,4,4392,PCAF6E464,PTC,VCB43
6352,6353,Mon Aug  2 05:26:02 2021,3253652,CAR,2,4919,PC7A3A5CF,PTP,VC965
6353,6354,Fri Jul 30 20:20:32 2021,1862380,CAR,2,4393,PC93CE517,PTE,VC965
6354,6355,Sat Jul 31 11:04:18 2021,9152509,CAR,2,4694,PCBCF42C2,PTP,VC965
6355,6356,Wed Aug 18 14:12:57 2021,8350599,CAR,2,4006,PCD8D05D7,PTC,VC965
6356,6357,Sat Aug 21 21:15:31 2021,1060290,CAR,2,4801,PC119E3A6,PTE,VC965
6357,6358,Thu Aug 19 13:00:57 2021,5669004,CAR,2,4320,PC40C93B0,PTE,VC965
6358,6359,Thu Aug 19 09:44:41 2021,2327952,CAR,2,4721,PCE937423,PTE,VC965
6359,6360,Mon Aug  9 07:45:17 2021,6573880,CAR,2,4056,PC9FBBA67,PTE,VC965
6360,6361,Mon Aug  2 18:09:10 2021,9780148,TRUCK,4,4355,PC0EF761B,PTP,VCB43
6361,6362,Thu Aug  5 02:34:03 2021,2456908,CAR,2,4292,PCF733A7C,PTC,VC965
6362,6363,Fri Aug  6 12:13:22 2021,5951141,CAR,2,4133,PC30FC453,PTC,VC965
6363,6364,Tue Aug  3 04:34:56 2021,1847689,CAR,2,4998,PCD9C5406,PTP,VC965
6364,6365,Tue Aug  3 05:11:24 2021,5169408,CAR,2,4321,PC591BDF7,PTP,VC965
6365,6366,Tue Aug 17 14:40:31 2021,3806221,CAR,2,4499,PC1EEDA04,PTE,VC965
6366,6367,Sat Aug 14 04:49:41 2021,5270025,VAN,2,4058,PC3415EA4,PTC,VCD2F
6367,6368,Mon Aug  2 05:27:18 2021,1180657,CAR,2,4073,PCA3797CA,PTP,VC965
6368,6369,Fri Aug 20 14:52:05 2021,9988102,CAR,2,4744,PC78EF0B5,PTP,VC965
6369,6370,Fri Aug 13 14:55:48 2021,5281925,CAR,2,4078,PC8473A64,PTP,VC965
6370,6371,Tue Aug  3 05:38:01 2021,3779119,CAR,2,4670,PC2BE6D87,PTP,VC965
6371,6372,Mon Aug  9 03:53:11 2021,6546677,VAN,2,4512,PC4B1BAF3,PTE,VCD2F
6372,6373,Sun Aug 15 14:38:46 2021,8148581,CAR,2,4454,PC94C0945,PTC,VC965
6373,6374,Fri Aug 13 07:45:40 2021,7518451,TRUCK,4,4088,PC14008D5,PTC,VCB43
6374,6375,Sat Aug 21 02:04:52 2021,5458544,CAR,2,4099,PC97F19B1,PTP,VC965
6375,6376,Mon Aug  2 17:30:37 2021,7674226,CAR,2,4086,PC23E470D,PTP,VC965
6376,6377,Thu Aug  5 09:47:44 2021,6420742,CAR,2,4631,PCFFF6463,PTP,VC965
6377,6378,Thu Aug 19 05:44:04 2021,8800861,CAR,2,4222,PC15EC378,PTP,VC965
6378,6379,Fri Aug 20 17:56:41 2021,8397189,CAR,2,4960,PC6A1BCA4,PTC,VC965
6379,6380,Fri Jul 30 00:00:10 2021,9429242,CAR,2,5008,PC48D61BB,PTE,VC965
6380,6381,Fri Aug 20 10:29:04 2021,7313035,CAR,2,4110,PCF891CEB,PTC,VC965
6381,6382,Sun Aug  1 20:54:37 2021,1938796,CAR,2,4245,PC6594AD4,PTE,VC965
6382,6383,Fri Aug 13 09:18:57 2021,8751262,CAR,2,4476,PC439FA2D,PTP,VC965
6383,6384,Fri Jul 30 08:09:36 2021,6881568,CAR,2,4439,PC845CEA6,PTP,VC965
6384,6385,Wed Aug  4 00:55:24 2021,6637560,CAR,2,4012,PCEF5C190,PTC,VC965
